RESOLUÇÃO,CTT,N°,DEMANDA,ATIVO/RECEPTIVO,DIRETOR,BANCO,RESPONSÁVEL,  ,
23/01/2025,182916,1,50% Á 80%,ATIVO,JULIO,BRADESCO,ELISANGELA,RESOLVIDO,SEM DESCONTO
23/01/2025,183128,2,50% Á 80%,ATIVO,JULIO,OMNI,ALINE,PENDENTE,
23/01/2025,183217,2,50% Á 80%,ATIVO,JULIO,OMNI,YURI,RESOLVIDO,CANCELADO
23/01/2025,183685,2,50% Á 80%,ATIVO,JULIO,SANTANDER,IGOR,RESOLVIDO,
23/01/2025,183769,1,50% Á 80%,ATIVO,JULIO,OMNI,NUNO,RESOLVIDO,CANCELADO
23/01/2025,184024,1,50% Á 80%,ATIVO,JULIO,OMNI,JULIANE,PENDENTE,
23/01/2025,184220,1,50% Á 80%,ATIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,QUITADO EMPRESA
23/01/2025,184914,2,50% Á 80%,ATIVO,JULIO,BRADESCO,ANA LIDIA,ANÁLISE,AGUARDANDO A ANÁLISE
23/01/2025,184938,2,50% Á 80%,ATIVO,JULIO,OMNI,ANA GESSICA,PENDENTE,
23/01/2025,185529,1,50% Á 80%,ATIVO,JULIO,OMNI,ELISANGELA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,185571,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ALINE,PENDENTE,
23/01/2025,185766,2,50% Á 80%,ATIVO,JULIO,SANTANDER,YURI,RESOLVIDO,QUITADO EMPRESA
23/01/2025,185797,2,50% Á 80%,RECEPTIVO,JULIO,OMNI,IGOR,RESOLVIDO,
23/01/2025,186249,2,50% Á 80%,ATIVO,JULIO,SANTANDER,NUNO,RESOLVIDO,QUITADO EMPRESA
23/01/2025,187264,1,50% Á 80%,ATIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,
23/01/2025,187313,1,50% Á 80%,ATIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,QUITADO EMPRESA
23/01/2025,187515,1,50% Á 80%,ATIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
23/01/2025,187639,4,50% Á 80%,ATIVO,JULIO,BRADESCO,MATHEUS,PENDENTE,
23/01/2025,187807,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,SEM DESCONTO
23/01/2025,187981,1,50% Á 80%,ATIVO,JULIO,OMNI,ELISANGELA,PENDENTE,QUITADO EMPRESA
23/01/2025,188698,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ALINE,RESOLVIDO,QUITADO EMPRESA
23/01/2025,188815,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,YURI,RESOLVIDO,QUITADO EMPRESA
23/01/2025,188926,1,50% Á 80%,ATIVO,JULIO,,IGOR,RESOLVIDO,QUITADO EMPRESA
23/01/2025,189707,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,NUNO,RESOLVIDO,QUITADO EMPRESA
23/01/2025,190063,3,50% Á 80%,ATIVO,JULIO,SANTANDER,JULIANE,PENDENTE,
23/01/2025,190219,2,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,THALISSON,RESOLVIDO,SEM DESCONTO
23/01/2025,191313,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ELISANGELA,RESOLVIDO,APROVADO
23/01/2025,191580,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ALINE,RESOLVIDO,QUITADO EMPRESA
23/01/2025,191629,1,50% Á 80%,ATIVO,JULIO,OMNI,YURI,RESOLVIDO,QUITADO EMPRESA
23/01/2025,191657,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,QUITADO EMPRESA
23/01/2025,191970,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,NUNO,RESOLVIDO,QUITADO EMPRESA
23/01/2025,192303,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,QUITADO EMPRESA
23/01/2025,192541,1,50% Á 80%,ATIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,APROVADO
23/01/2025,192834,2,50% Á 80%,ATIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,APROVADO
23/01/2025,192940,2,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ELISANGELA,RESOLVIDO,SEM DESCONTO
23/01/2025,193085,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ALINE,RESOLVIDO,QUITADO EMPRESA
23/01/2025,193190,1,50% Á 80%,ATIVO,JULIO,OMNI,YURI,RESOLVIDO,APROVADO
23/01/2025,193224,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,YURI,RESOLVIDO,QUITADO EMPRESA
23/01/2025,193930,1,50% Á 80%,ATIVO,JULIO,OMNI,NUNO,PENDENTE,
23/01/2025,193995,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,JULIANE,RESOLVIDO,QUITADO EMPRESA
23/01/2025,194001,1,50% Á 80%,ATIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,QUITADO EMPRESA
23/01/2025,194152,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ANA GESSICA,PENDENTE,
23/01/2025,194613,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ELISANGELA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,194705,1,50% Á 80%,ATIVO,JULIO,BRADESCO,ALINE,RESOLVIDO,QUITADO EMPRESA
23/01/2025,195100,1,50% Á 80%,ATIVO,JULIO,SANTANDER,YURI,PENDENTE,
23/01/2025,195162,2,50% Á 80%,ATIVO,JULIO,OMNI,YURI,RESOLVIDO,QUITADO EMPRESA
23/01/2025,195399,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,LUARA,PENDENTE,
23/01/2025,195407,1,50% Á 80%,ATIVO,JULIO,BRADESCO,NUNO,PENDENTE,
23/01/2025,195881,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,JULIANE,RESOLVIDO,QUITADO EMPRESA
23/01/2025,195941,1,50% Á 80%,ATIVO,JULIO,OMNI,THALISSON,RESOLVIDO,QUITADO EMPRESA
23/01/2025,195921,1,50% Á 80%,ATIVO,JULIO,ITAÚ,ANA LIDIA,PENDENTE,
23/01/2025,196469,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,APROVADO
23/01/2025,196473,1,50% Á 80%,ATIVO,JULIO,SANTANDER,ELISANGELA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,196562,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ALINE,PENDENTE,
23/01/2025,196648,1,50% Á 80%,ATIVO,JULIO,SANTANDER,YURI,PENDENTE,
23/01/2025,197773,3,50% Á 80%,ATIVO,JULIO,,IGOR,PENDENTE,
23/01/2025,197798,1,50% Á 80%,ATIVO,JULIO,SANTANDER,LUARA,PENDENTE,
23/01/2025,198040,1,50% Á 80%,ATIVO,JULIO,SANTANDER,NUNO,RESOLVIDO,APROVADO
23/01/2025,198153,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,JULIANE,PENDENTE,
23/01/2025,198175,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,THALISSON,RESOLVIDO,QUITADO EMPRESA
23/01/2025,198200,1,50% Á 80%,ATIVO,JULIO,SANTANDER,ANA LIDIA,PENDENTE,
23/01/2025,198522,2,50% Á 80%,ATIVO,JULIO,SANTANDER,FELIPE,PENDENTE,
23/01/2025,198569,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ELISANGELA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,198905,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ALINE,PENDENTE,
23/01/2025,198920,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,YURI,RESOLVIDO,QUITADO EMPRESA
23/01/2025,199145,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,YURI,RESOLVIDO,CANCELADO
23/01/2025,199195,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,NUNO,RESOLVIDO,QUITADO EMPRESA
23/01/2025,199241,1,50% Á 80%,ATIVO,JULIO,ITAÚ,JULIANE,RESOLVIDO,APROVADO
23/01/2025,199673,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,THALISSON,RESOLVIDO,QUITADO EMPRESA
23/01/2025,200169,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,SEM DESCONTO
23/01/2025,200331,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,MATHEUS,PENDENTE,
23/01/2025,200712,1,50% Á 80%,ATIVO,JULIO,SANTANDER,POLIANA,RESOLVIDO,APROVADO
23/01/2025,200753,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ELISANGELA,RESOLVIDO,SEM DESCONTO
23/01/2025,200867,1,50% Á 80%,ATIVO,JULIO,BRADESCO,ALINE,PENDENTE,
23/01/2025,201010,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,YURI,PENDENTE,
23/01/2025,201216,1,50% Á 80%,ATIVO,JULIO,,IGOR,PENDENTE,
23/01/2025,201379,3,50% Á 80%,ATIVO,JULIO,PANAMERICANO,NUNO,RESOLVIDO,QUITADO EMPRESA
23/01/2025,202260,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,JULIANE,PENDENTE,
23/01/2025,202275,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,THALISSON,PENDENTE,
23/01/2025,202332,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ANA LIDIA,PENDENTE,
23/01/2025,202427,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,MATHEUS,RESOLVIDO,
23/01/2025,202705,3,50% Á 80%,ATIVO,JULIO,OMNI,POLIANA,PENDENTE,
23/01/2025,202783,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ELISANGELA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,202906,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ALINE,PENDENTE,
23/01/2025,203120,1,50% Á 80%,ATIVO,JULIO,OMNI,YURI,RESOLVIDO,APREENDIDO
23/01/2025,203236,2,50% Á 80%,ATIVO,JULIO,,IGOR,PENDENTE,
23/01/2025,203364,1,50% Á 80%,ATIVO,JULIO,SANTANDER,LUARA,PENDENTE,
23/01/2025,203408,1,50% Á 80%,ATIVO,JULIO,BRADESCO,NUNO,RESOLVIDO,SEM DESCONTO
23/01/2025,203722,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,JULIANE,PENDENTE,
23/01/2025,204019,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,THALISSON,PENDENTE,
23/01/2025,204342,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,MATHEUS,PENDENTE,
23/01/2025,204344,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,SEM DESCONTO
23/01/2025,204385,3,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ELISANGELA,RESOLVIDO,SEM DESCONTO
23/01/2025,204395,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ALINE,RESOLVIDO,QUITADO EMPRESA
23/01/2025,204437,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,APROVADO
23/01/2025,204832,1,50% Á 80%,ATIVO,JULIO,BRADESCO,YURI,RESOLVIDO,CANCELADO
23/01/2025,205082,1,50% Á 80%,ATIVO,JULIO,SANTANDER,LUARA,PENDENTE,
23/01/2025,205120,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,NUNO,RESOLVIDO,SEM DESCONTO
23/01/2025,205425,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
23/01/2025,205764,1,50% Á 80%,ATIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,SEM DESCONTO
23/01/2025,206953,1,50% Á 80%,ATIVO,JULIO,OMNI,ELISANGELA,RESOLVIDO,APREENDIDO
23/01/2025,207027,2,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ALINE,PENDENTE,
23/01/2025,207049,2,50% Á 80%,ATIVO,JULIO,PANAMERICANO,YURI,PENDENTE,
23/01/2025,207194,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,IGOR,RESOLVIDO,
23/01/2025,207472,2,50% Á 80%,ATIVO,JULIO,OMNI,LUARA,PENDENTE,
23/01/2025,207924,1,50% Á 80%,ATIVO,JULIO,SANTANDER,NUNO,RESOLVIDO,QUITADO EMPRESA
23/01/2025,208391,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,JULIANE,PENDENTE,
23/01/2025,208531,1,50% Á 80%,ATIVO,JULIO,BRADESCO,THALISSON,PENDENTE,
23/01/2025,208665,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ANA LIDIA,RESOLVIDO,APROVADO
23/01/2025,208740,1,50% Á 80%,ATIVO,JULIO,OMNI,ANA GESSICA,PENDENTE,
23/01/2025,208747,1,50% Á 80%,ATIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,APROVADO
23/01/2025,208941,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ELISANGELA,RESOLVIDO,APROVADO
23/01/2025,209010,3,50% Á 80%,ATIVO,JULIO,ITAÚ,ALINE,RESOLVIDO,APROVADO
23/01/2025,209065,1,50% Á 80%,ATIVO,JULIO,SANTANDER,YURI,RESOLVIDO,CANCELADO
23/01/2025,209155,2,50% Á 80%,ATIVO,JULIO,,IGOR,PENDENTE,
23/01/2025,209314,2,50% Á 80%,ATIVO,JULIO,SANTANDER,IGOR,RESOLVIDO,
23/01/2025,209353,1,50% Á 80%,ATIVO,JULIO,SANTANDER,NUNO,PENDENTE,
23/01/2025,209358,3,50% Á 80%,ATIVO,JULIO,SANTANDER,FELIPE,RESOLVIDO,SEM DESCONTO
23/01/2025,209890,2,50% Á 80%,ATIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,QUITADO EMPRESA
23/01/2025,210525,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ELISANGELA,RESOLVIDO,QUITADO EMPRESA
23/01/2025,210629,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ALINE,PENDENTE,
23/01/2025,210651,2,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,YURI,RESOLVIDO,SEM DESCONTO
23/01/2025,210859,1,50% Á 80%,ATIVO,JULIO,,IGOR,PENDENTE,
23/01/2025,210935,2,50% Á 80%,ATIVO,JULIO,RENNER,LUARA,PENDENTE,
23/01/2025,211003,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,NUNO,RESOLVIDO,APROVADO
23/01/2025,211008,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
23/01/2025,211120,3,50% Á 80%,ATIVO,JULIO,OMNI,JULIANE,PENDENTE,
23/01/2025,211225,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,CANCELADO
23/01/2025,211375,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,SEM DESCONTO
23/01/2025,212030,1,50% Á 80%,ATIVO,JULIO,SANTANDER,ELISANGELA,RESOLVIDO,APREENDIDO
23/01/2025,212124,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,ALINE,RESOLVIDO,CANCELADO
23/01/2025,212539,1,50% Á 80%,ATIVO,JULIO,OMNI,YURI,PENDENTE,
23/01/2025,212956,1,50% Á 80%,ATIVO,JULIO,ITAÚ,IGOR,RESOLVIDO,QUITADO CLIENTE
23/01/2025,213073,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,LUARA,PENDENTE,
23/01/2025,213081,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,NUNO,RESOLVIDO,QUITADO EMPRESA
23/01/2025,213190,1,50% Á 80%,ATIVO,JULIO,SANTANDER,FELIPE,PENDENTE,
23/01/2025,213221,2,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,THALISSON,PENDENTE,
23/01/2025,213692,3,50% Á 80%,ATIVO,JULIO,BRADESCO,ELISANGELA,RESOLVIDO,SEM DESCONTO
23/01/2025,213748,1,50% Á 80%,ATIVO,JULIO,PANAMERICANO,ALINE,PENDENTE,
23/01/2025,213766,3,50% Á 80%,ATIVO,JULIO,PANAMERICANO,YURI,PENDENTE,
23/01/2025,213875,1,50% Á 80%,ATIVO,JULIO,SANTANDER,YURI,RESOLVIDO,CANCELADO
23/01/2025,214130,4,50% Á 80%,ATIVO,JULIO,OMNI,NUNO,RESOLVIDO,QUITADO EMPRESA
23/01/2025,218871,1,"R$ 3.500,00",RECEPTIVO,,SANTANDER,POLIANA,RESOLVIDO,SEM DESCONTO
23/01/2025,220833,1,"R$ 5.000,00",RECEPTIVO,,ITAÚ,POLIANA,RESOLVIDO,APROVADO
23/01/2025,203135,2,VALORES,RECEPTIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,APROVADO
22/01/2025,105432,1,VALORES,RECEPTIVO,JULIO,RENNER,,PENDENTE,
23/01/2025,221502,2,VALORES,RECEPTIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
23/01/2025,192525,1,"R$ 6.000,00",RECEPTIVO,,BRADESCO,POLIANA,RESOLVIDO,SEM DESCONTO
23/01/2025,170517,2,"R$ 2.500,00",RECEPTIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,APROVADO
23/01/2025,207476,2,VALORES,,,SANTANDER,LUARA,PENDENTE,
23/01/2025,205602,3,VALORES,RECEPTIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,APROVADO
23/01/2025,237080,1,VALORES,RECEPTIVO,REVERSÃO,SANTANDER,ANA LIDIA,RESOLVIDO,APROVADO
23/01/2025,215039,3,"R$ 30.000,00",,,SANTANDER,ANA GESSICA,RESOLVIDO,AGUARDANDO COMPROVANTE
23/01/2025,193202,1,"R$ 8.500,00",RECEPTIVO,REVERSÃO,ITAÚ,ADRIANO,RESOLVIDO,APROVADO
23/01/2025,221702,1,"R$ 25.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,LUARA,RESOLVIDO,
23/01/2025,201091,1,"R$ 15.800,00",RECEPTIVO,JULIO,GMAC,LUARA,PENDENTE,
23/01/2025,225084,1,"R$ 5.500,00",,,PANAMERICANO,LUARA,RESOLVIDO,
23/01/2025,196654,1,"R$ 7.000,00",RECEPTIVO,JULIO,ITAÚ,LUARA,RESOLVIDO,
23/01/2025,229093,1,"PARA QUITAÇÃO AVISTA 2.500,00 OU 3 X 100.00",,,SANTANDER,POLIANA,RESOLVIDO,SEM DESCONTO
23/01/2025,204385,3,VALORES,,,BV FINANCEIRA,,PENDENTE,
23/01/2025,199455,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,SEM DESCONTO
23/01/2025,209010,3,"R$ 15.400,00",,JULIO,ITAÚ,IGOR,RESOLVIDO,
23/01/2025,211759,1,VALORES,ATIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
23/01/2025,188826,2,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,LETICIA,RESOLVIDO,
23/01/2025,192824,2,VALORES,,JULIO,SANTANDER,ANA GESSICA,RESOLVIDO,APROVADO
23/01/2025,192480,1,VALORES,RECEPTIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,APROVADO
23/01/2025,192775,2,VALORES,RECEPTIVO,JULIO,RENNER,THALISSON,RESOLVIDO,APROVADO
23/01/2025,179865,1,"R$ 7.000,00",RECEPTIVO,JULIO,PANAMERICANO,ANA LIDIA,ANÁLISE,AGUARDANDO A ANÁLISE
23/01/2025,173671,1," R$ 15.262,92",,JULIO,PANAMERICANO,ANA GESSICA,ANÁLISE,
23/01/2025,204082,2,"R$ 24.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,,PENDENTE,
23/01/2025,204082,2,INFORMAÇÕES- CLIENTE,RECEPTIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RECEPTIVO ,INFORMAÇÕES 
23/01/2025,233603,2,VALORES,,,SANTANDER,,PENDENTE,
23/01/2025,223733,2,"R$ 4.500,00",,,PANAMERICANO,POLIANA,RESOLVIDO,APROVADO
23/01/2025,89801,1,"R$ 6.000,00",,,PANAMERICANO,,PENDENTE,
23/01/2025,188505,1,"R$ 2.000,00",,,RENNER,,PENDENTE,
23/01/2025,227449,1,"R$ 14.000,00",,,SANTANDER,,PENDENTE,
23/01/2025,225561,1,VALORES,,,ITAÚ,,PENDENTE,
23/01/2025,159360,1,"R$ 15.000,00",RECEPTIVO,LEANDRO,BRADESCO,ADRIANO,ANÁLISE,
23/01/2025,220653,2,VALORES,,,,,PENDENTE,
23/01/2025,153792,3,"R$ 8.000,00",RECEPTIVO,JULIO,OMNI,THALISSON,RESOLVIDO,SEM DESCONTO
23/01/2025,223262,1,"R$ 14.000,00",RECEPTIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,SEM DESCONTO
23/01/2025,225231,1,"R$ 9.000,00",RECEPTIVO,JULIO,SANTANDER,,PENDENTE,
23/01/2025,202830,1,valores,RECEPTIVO,JULIO,BRADESCO,,PENDENTE,
23/01/2025,206945,2,"R$ 19.000,00",RECEPTIVO,JULIO,BRADESCO,THALISSON,ANÁLISE,AGUARDANDO A ANÁLISE
23/01/2025,193241,1,valores,RECEPTIVO,JULIO,SANTANDER,,PENDENTE,
23/01/2025,202688,1,"R$ 18.000,00",RECEPTIVO,JULIO,SANTANDER,,PENDENTE,
23/01/2025,200537,2,"R$ 4.000,00",RECEPTIVO,ANTUNES,PANAMERICANO,,PENDENTE,
23/01/2025,226183,1,valores,RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,SEM DESCONTO
23/01/2025,228904,1,"R$ 10.000,00",RECEPTIVO,JULIO,PANAMERICANO,,PENDENTE,
23/01/2025,215101,3,"R$ 60.000,00",RECEPTIVO,JULIO,ITAÚ,,PENDENTE,
23/01/2025,141953,1,"R$ 3.000,00",,,,,PENDENTE,
23/01/2025,208668,1,VALORES,,JULIO,ITAÚ,JULIANE,RESOLVIDO,APROVADO
23/01/2025,201681,1,VALORES,,JULIO,ITAÚ,JULIANE,RESOLVIDO,APROVADO
23/01/2025,208027,3,VALORES,RECEPTIVO,JULIO,OMNI,ANA LIDIA,ANÁLISE,LEVANTAMENTO DE VALORES
23/01/2025,179387,2,VALORES,RECEPTIVO,,VOLKSWAGEN,,PRIORIDADE,
23/01/2025,221246,1,"R$ 10.000,00",RECEPTIVO,,OMNI,,PENDENTE,
23/01/2025,210505,1,50% Á 80%,RECEPTIVO,,SANTANDER,,PENDENTE,
23/01/2025,188189,2,"R$ 14.000,00",RECEPTIVO,,PANAMERICANO,,PENDENTE,
23/01/2025,202943,1,VALORES,RECEPTIVO,LEANDRO,BV FINANCEIRA,YURI,RECEPTIVO ,INFORMAÇÕES 
23/01/2025,165582,2,"R$ 47.000,00",RECEPTIVO,JULIO,SAFRA,,PENDENTE,
23/01/2025,198077,1,"R$ 8.000,00",ATIVO,JULIO,BRADESCO,,PENDENTE,
23/01/2025,203291,1,"R$ 25.000,00",ATIVO,JULIO,BV FINANCEIRA,,PENDENTE,
23/01/2025,190246,2,valores,ATIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,APROVADO
23/01/2025,,,,,,,,,
23/01/2025,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
